course_id,course_title,price,Free/Paid,num_subscribers,num_reviews,num_lectures,level,Rating,content_duration,published_,Year,Month,subject,Revenue
521234,Accounting Books of Accounts (College Level),20,Paid,911,2,18,Intermediate Level,0.98,1.5,05-06-2015,2015,6,Business Finance,18220
830994,Non Directional Weekly Options Trading System - ETF & Emini,200,Paid,897,22,21,All Levels,0.66,2,24-05-2016,2016,5,Business Finance,179400
260066,Banking Credit Analysis Process (for Bankers),180,Paid,894,62,241,Intermediate Level,0.59,17.5,12-07-2014,2014,7,Business Finance,160920
386922,Seeing the Big Picture: Understanding Financial Statements,50,Paid,885,69,14,Beginner Level,0.59,0.716666667,07-01-2015,2015,1,Business Finance,44250
378464,Accounting for CA CPT Exams Part I,50,Paid,874,2,120,All Levels,0.75,13.5,27-12-2014,2014,12,Business Finance,43700
480752,Investing In Stocks With 10 Simple Rules,95,Paid,871,79,59,All Levels,0.95,2,16-06-2015,2015,6,Business Finance,82745
593460,Successful Day Trading with Fibonacci,200,Paid,869,135,11,All Levels,0.02,2,31-08-2015,2015,8,Business Finance,173800
1137310,自分に合った投資信託を見つけよう！,25,Paid,859,49,23,All Levels,0.74,2,31-03-2017,2017,3,Business Finance,21475
713258,Bookkeeping Basics: Understand the Fundamentals,75,Paid,853,45,48,All Levels,0.47,4.5,06-11-2016,2016,11,Business Finance,63975
757508,"Financial Accounting, its Cycle, Statements & Analysis",20,Paid,853,4,35,Expert Level,0.99,5,08-03-2016,2016,3,Business Finance,17060
497236,Raise Your Credit Score to 800 Or More....,50,Paid,844,33,40,Beginner Level,0.3,2,12-07-2015,2015,7,Business Finance,42200
445916,Excel Dashboard - Interactive Excel Dashboard and Charts,30,Paid,843,54,34,All Levels,0.94,3,19-03-2015,2015,3,Business Finance,25290
915964,Learn to Reliably Invest In The Stock Market,50,Paid,841,14,19,All Levels,0.93,0.616666667,29-07-2016,2016,7,Business Finance,42050
949504,Straddle Options Trading - Profit in Any Market Direction,200,Paid,837,9,19,Beginner Level,0.34,1,03-10-2016,2016,10,Business Finance,167400
1028030,Analysis of Company Financial Statements,20,Paid,832,34,34,All Levels,0.3,1.5,07-12-2016,2016,12,Business Finance,16640
186556,CFA® Level 1 2014 – Alternative Investments,30,Paid,831,1,13,All Levels,0.92,2,14-04-2014,2014,4,Business Finance,24930
66383,A Beginners Guide to Technical Analysis of Stock Charts,40,Paid,829,78,50,Beginner Level,0.3,8.5,15-09-2013,2013,9,Business Finance,33160
486240,2 Easy Steps To Investment And Avoiding Traps,20,Paid,828,1,20,Beginner Level,0.67,1,27-04-2015,2015,4,Business Finance,16560
1167710,The Only Investment Strategy You Need For Your Retirement,200,Paid,827,14,15,All Levels,0.23,1,18-04-2017,2017,4,Business Finance,165400
571506,ProTrader -  Advanced Technical Analysis,125,Paid,825,11,34,All Levels,0.89,2,22-08-2016,2016,8,Business Finance,103125
389108,Stock Market - Swing Trading Strategies for Wall Street,50,Paid,814,9,5,Beginner Level,0.66,1,09-01-2015,2015,1,Business Finance,40700
598846,Forex para Principiantes-Ejemplos en VIVO de Trading Real,140,Paid,813,94,52,All Levels,0.07,5,05-10-2015,2015,10,Business Finance,113820
587232,Simple Linear Regression Analysis ( A Complete Course ),200,Paid,811,5,29,Beginner Level,0.78,1.5,27-08-2015,2015,8,Business Finance,162200
920424,Option Trading for Rookies: Basic Option Strategies,95,Paid,810,27,61,All Levels,0.08,2.5,25-08-2016,2016,8,Business Finance,76950
1242604,Winning Forex Trading with Live Forex Trading Examples,200,Paid,809,3,25,Intermediate Level,0.74,2,06-06-2017,2017,6,Business Finance,161800
514036,Crystal ball trading - foresee price with seasonal patterns,145,Paid,807,19,23,All Levels,0.15,6,14-06-2015,2015,6,Business Finance,117015
743914,Value Investing For Beginners,100,Paid,801,48,25,All Levels,0.89,2.5,11-05-2016,2016,5,Business Finance,80100
