course_id,course_title,price,Free/Paid,num_subscribers,num_reviews,num_lectures,level,Rating,content_duration,published_,Year,Month,subject,Revenue
696016,HTML CSS Easy steps to create a web template from scratch,200,Paid,11574,78,15,All Levels,0.7,1,14-12-2015,2015,12,Web Development,2314800
920544,React Redux React-Router: From Beginner to Paid Professional,20,Paid,11536,876,60,All Levels,0.95,6.5,25-08-2016,2016,8,Web Development,230720
699618,Learn HTML And CSS From Scratch,0,Free,11533,240,18,Beginner Level,0.21,2,19-02-2016,2016,2,Web Development,0
789324,Complete Web Development Course + Building 5 Websites!,200,Paid,11492,174,118,All Levels,0.35,24.5,21-03-2016,2016,3,Web Development,2298400
945978,Ultimate Angular 4 (previously Angular 2) with Bootstrap 4,50,Paid,11384,1846,80,Beginner Level,0.22,5.5,19-09-2016,2016,9,Web Development,569200
460056,Learn the Basics of Programming for Marketers,55,Paid,11339,43,26,All Levels,0.47,3.5,21-04-2015,2015,4,Web Development,623645
1052304,JavaScript For Beginners : Learn JavaScript From Scratch,195,Paid,11285,102,77,Intermediate Level,0.3,5.5,07-02-2017,2017,2,Web Development,2200575
379722,jQuery Crash Course: Learn the Essentials of jQuery Fast,50,Paid,11262,142,18,Beginner Level,0.55,2,07-01-2015,2015,1,Web Development,563100
736940,Practical CSS Website Development: Crash Course,95,Paid,11170,35,19,Beginner Level,0.11,2.5,02-02-2016,2016,2,Web Development,1061150
241590,Make a professional website - 30 Day Guarantee. Discounted!,20,Paid,11167,34,13,Beginner Level,0.68,2,23-06-2014,2014,6,Web Development,223340
294408,Learn to Make an Animated Image Gallery using HTML5,0,Free,11080,165,7,All Levels,0.19,1,20-11-2014,2014,11,Web Development,0
142666,Improved SEO with Rich Snippets and MicroData,0,Free,11026,228,13,Beginner Level,0.8,1,09-06-2014,2014,6,Web Development,0
615106,Ultimate guide to Social Media Web development integration,200,Paid,11011,13,36,All Levels,0.94,2.5,20-09-2015,2015,9,Web Development,2202200
1000574,The Complete Developers Guide to MongoDB,150,Paid,10945,1286,129,All Levels,0.16,13.5,15-11-2016,2016,11,Web Development,1641750
394832,Fun and creative web engineering with Python and Web2py,0,Free,10917,319,25,All Levels,0.18,2,09-06-2015,2015,6,Web Development,0
113518,CSS and CSS3 For Absolute Beginners,75,Paid,10890,212,33,All Levels,0.1,5,01-11-2013,2013,11,Web Development,816750
701570,Build Real World Websites from Scratch using HTML5 and CSS3,195,Paid,10874,114,59,All Levels,0.34,7.5,25-01-2016,2016,1,Web Development,2120430
729552,JavaScript for Beginners Welcome to learning JavaScript,50,Paid,10864,63,26,Beginner Level,0.84,2,01-02-2016,2016,2,Web Development,543200
708674,Master WordPress Plugins: Shortcodes Ultimate - The Basics,0,Free,10780,110,19,All Levels,0.66,1,14-01-2016,2016,1,Web Development,0
149042,JavaScript for Absolute Beginners,20,Paid,10689,394,17,All Levels,0.32,2,21-01-2014,2014,1,Web Development,213780
1017116,Get to know HTML Learn HTML Basics,200,Paid,10674,102,26,Beginner Level,0.11,2,22-11-2016,2016,11,Web Development,2134800
158934,Code a personal splash page in 1 hour,20,Paid,10610,83,10,All Levels,0.21,1,12-02-2014,2014,2,Web Development,212200
266252,Projects in PHP and MySQL,60,Paid,10606,570,88,Beginner Level,0.76,23,25-07-2014,2014,7,Web Development,636360
609992,HTML CSS: Essential steps to learn HTML CSS,145,Paid,10576,154,23,Beginner Level,0.75,2.5,11-11-2015,2015,11,Web Development,1533520
559512,The Complete HTML5 & CSS3 Course Build Professional Websites,195,Paid,10518,129,57,All Levels,0.93,4.5,11-08-2015,2015,8,Web Development,2051010
587902,Core HTML How to get online quickly HTML to HTML5,90,Paid,10394,33,34,Beginner Level,0.88,3.5,21-08-2015,2015,8,Web Development,935460
176432,HTML5 Essentials for Beginners,20,Paid,10247,200,15,Beginner Level,0.24,1.5,14-03-2014,2014,3,Web Development,204940
763774,JavaScript Game Development: Create Your Own Breakout Game,0,Free,10179,314,21,All Levels,0.15,1.5,26-09-2016,2016,9,Web Development,0
582392,JavaScript Basics Web Development Building Blocks,95,Paid,10179,68,17,Beginner Level,0.81,1.5,14-08-2015,2015,8,Web Development,967005
481002,Learn Nodejs by building 12 projects,50,Paid,10150,997,90,Beginner Level,0.5,16,22-04-2015,2015,4,Web Development,507500
155640,Building a Search Engine in PHP & MySQL,0,Free,10110,379,12,All Levels,0.66,2.5,03-02-2014,2014,2,Web Development,0
752658,PHP: Ultimate guide to PHP for everyone,115,Paid,10103,75,20,All Levels,0.93,1.5,29-05-2016,2016,5,Web Development,1161845
922600,CSS Web Development Crash Course,20,Paid,10008,53,26,All Levels,0.53,2.5,01-12-2016,2016,12,Web Development,200160
1093734,HTML5 and CSS3 for beginners: Create a Website from Scratch,200,Paid,9945,101,43,Intermediate Level,0.76,2,17-02-2017,2017,2,Web Development,1989000
30240,The Ultimate Web Development Course,50,Paid,9881,329,136,Intermediate Level,0.28,12,25-08-2013,2013,8,Web Development,494050
212376,Getting Started as a Web Developer,0,Free,9833,241,15,Expert Level,0.64,1,16-08-2014,2014,8,Web Development,0
978852,Beginning Web development Learn the basics of HTML,95,Paid,9832,71,59,All Levels,0.34,2,06-01-2017,2017,1,Web Development,934040
1017568,The Complete PHP Bootcamp Course With Video Sharing Project,195,Paid,9831,56,74,Intermediate Level,1,14.5,21-03-2017,2017,3,Web Development,1917045
465870,Beginning Oracle WebLogic for Administrators,0,Free,9786,989,7,Beginner Level,0.14,0.7,15-04-2015,2015,4,Web Development,0
991290,Dynamic JavaScript Master Class AJAX JSON Simple APIs,200,Paid,9773,117,65,Beginner Level,0.47,4.5,24-10-2016,2016,10,Web Development,1954600
992114,"Build A Complete CRUD Application With PHP, MYSQL & JQUERY",20,Paid,9762,94,112,Intermediate Level,0.13,13.5,01-11-2016,2016,11,Web Development,195240
482834,HTML5 for beginners,195,Paid,9687,59,59,Beginner Level,0.32,5,24-04-2015,2015,4,Web Development,1888965
669270,JQuery Essentials core training for Dynamic Interactive web,100,Paid,9668,38,52,All Levels,0.58,4,20-11-2015,2015,11,Web Development,966800
991630,Try Django 1.10 | Create a URL Shortening Service,50,Paid,9607,78,40,All Levels,0.17,5.5,24-10-2016,2016,10,Web Development,480350
629088,Code your first Website using HTML & CSS: Project Learning,20,Paid,9554,368,16,Intermediate Level,0.8,1.5,28-10-2015,2015,10,Web Development,191080
920306,Web Site for Beginners - Learn Web Building like knitting,20,Paid,9425,147,14,All Levels,0.67,1.5,10-08-2016,2016,8,Web Development,188500
575880,The Complete Wordpress Course - Build Your Own Website Today,195,Paid,9421,73,36,Beginner Level,0.34,3.5,25-08-2015,2015,8,Web Development,1837095
647442,Successful website creation - everything you need to know,150,Paid,9384,21,16,All Levels,0.76,1.5,22-10-2015,2015,10,Web Development,1407600
316704,Introductory JavaScript Made Easy Training Tutorial,20,Paid,9381,138,131,Beginner Level,0.8,11,15-10-2014,2014,10,Web Development,187620
